4.900000000000002132e+00 0.000000000000000000e+00
4.900490015870854421e+00 1.159699340556753928e-16
4.900980080744881562e+00 3.773687463119170865e-16
4.901470194626985410e+00 8.029063809298674510e-16
4.901960357522063383e+00 1.090735122739581929e-15
4.902450569435018224e+00 9.339296339757941176e-16
4.902940830370753567e+00 5.009280691994962859e-16
4.903431140334169491e+00 1.695449774111924118e-16
4.903921499330169631e+00 4.285205606118595319e-17
4.904411907363658507e+00 2.410409246761826371e-17
4.904902364439538864e+00 4.204239677067362096e-17
4.905392870562715224e+00 1.381852327996210111e-16
4.905883425738092996e+00 6.156454598066149735e-16
4.906374029970574924e+00 2.788416123562543541e-15
4.906864683265069971e+00 9.504031520152995293e-15
4.907355385626486211e+00 2.126688950439935936e-14
4.907846137059726388e+00 2.995874873034022838e-14
4.908336937569699465e+00 2.627519034274088225e-14
4.908827787161313516e+00 1.430348966846988840e-14
4.909318685839474838e+00 4.826649543730997061e-15
4.909809633609096835e+00 1.008883765666041228e-15
4.910300630475082251e+00 1.319746039025026022e-16
4.910791676442348042e+00 1.282725153622278957e-17
4.911282771515799617e+00 8.346704392285515175e-18
4.911773915700349491e+00 9.947072472445739122e-18
4.912265109000907515e+00 7.766925184798860709e-18
4.912756351422389756e+00 4.265023489701465679e-18
4.913247642969701623e+00 3.524635639819395603e-18
4.913738983647760961e+00 3.215429437687057356e-17
4.914230373461477619e+00 2.477532609322635780e-16
4.914721812415770330e+00 1.303033806170644241e-15
4.915213300515548056e+00 4.437861767972455079e-15
4.915704837765729529e+00 9.599116907055442007e-15
4.916196424171226376e+00 1.305281472541493682e-14
4.916688059736957328e+00 1.109604874191812905e-14
4.917179744467835789e+00 5.877650188932042800e-15
4.917671478368782267e+00 1.935868033166807555e-15
4.918163261444708390e+00 3.968970872992270428e-16
4.918655093700535552e+00 5.937162167508178639e-17
4.919146975141183376e+00 4.900670870456659283e-17
4.919638905771567927e+00 1.422036956699371149e-16
4.920130885596607939e+00 2.729946900483641433e-16
4.920622914621224808e+00 3.267799556738561922e-16
4.921114992850336378e+00 2.463689714334638875e-16
4.921607120288865822e+00 1.214771148317106076e-16
4.922099296941732760e+00 4.578285822028504028e-17
4.922591522813859477e+00 1.955416219216904986e-17
4.923083797910167370e+00 1.056750634796298190e-17
4.923576122235579611e+00 5.167893280491211062e-18
4.924068495795018485e+00 3.110186784664438032e-18
4.924560918593408054e+00 4.424254964768248659e-18
4.925053390635674155e+00 7.034069209952236026e-18
4.925545911926737297e+00 8.080439398607625173e-18
4.926038482471525093e+00 6.421378316437162666e-18
4.926531102274964269e+00 3.622938671505774738e-18
4.927023771341977998e+00 2.042081734429693940e-18
4.927516489677493894e+00 3.969291207619502675e-18
4.928009257286439571e+00 1.316331890820366908e-17
4.928502074173743530e+00 3.576383767792029881e-17
4.928994940344330722e+00 8.206370154834854574e-17
4.929487855803132312e+00 1.574663847721902411e-16
4.929980820555075027e+00 2.247591110073220690e-16
4.930473834605091810e+00 2.236782998713827162e-16
4.930966897958110273e+00 2.240164565080743528e-16
4.931460010619059808e+00 7.082742266477987879e-16
4.931953172592871582e+00 3.275256912128448545e-15
4.932446383884480312e+00 1.075124710358013266e-14
4.932939644498815390e+00 2.489597504367918298e-14
4.933432954440807983e+00 4.391276302888573269e-14
4.933926313715392808e+00 6.080691695479786760e-14
4.934419722327504587e+00 6.247759374436234730e-14
4.934913180282073597e+00 4.408813495279251818e-14
4.935406687584038998e+00 2.059899854271643850e-14
4.935900244238331958e+00 6.601060011505351730e-15
4.936393850249888970e+00 1.732486620931445633e-15
4.936887505623644756e+00 5.650405681202441582e-16
4.937381210364537587e+00 3.334847495313760256e-16
4.937874964477503958e+00 2.644815515037306781e-16
4.938368767967480366e+00 1.714681999293239619e-16
4.938862620839404194e+00 1.044663771170438852e-16
4.939356523098216378e+00 9.656964986447227728e-17
4.939850474748853415e+00 9.947341579673255980e-17
4.940344475796257129e+00 1.459084837449656280e-16
4.940838526245364903e+00 8.839880276886554477e-16
4.941332626101115899e+00 5.789581530958403106e-15
4.941826775368453717e+00 2.457190418279442065e-14
4.942320974052319293e+00 6.489152908909873206e-14
4.942815222157653565e+00 1.063208228787602627e-13
4.943309519689400133e+00 1.080563052730574483e-13
4.943803866652500822e+00 6.812489989931438116e-14
4.944298263051898346e+00 2.667992541317547011e-14
4.944792708892537192e+00 6.597848561099662613e-15
4.945287204179361851e+00 1.186596607993061350e-15
4.945781748917314147e+00 2.790913949320120824e-16
4.946276343111345675e+00 1.085447727451597400e-16
4.946770986766397371e+00 4.722625100428084965e-17
4.947265679887416390e+00 4.958877370943917663e-17
4.947760422479350773e+00 1.634864745890484963e-16
4.948255214547146785e+00 4.793048984751241035e-16
4.948750056095750693e+00 9.255586836330529845e-16
4.949244947130112315e+00 1.155190566010740695e-15
4.949739887655182358e+00 1.010797998356280057e-15
4.950234877675904421e+00 1.052434849891187228e-15
4.950729917197234542e+00 3.450344172025447323e-15
4.951225006224120762e+00 1.691764135224180609e-14
4.951720144761512010e+00 5.854052016446778325e-14
4.952215332814360771e+00 1.284606334583883623e-13
4.952710570387619526e+00 1.826592976999182092e-13
4.953205857486239871e+00 1.969185875701734316e-13
4.953701194115172513e+00 2.316628213975174207e-13
4.954196580279371709e+00 3.108242670230564759e-13
4.954692015983792608e+00 3.295709289661710002e-13
4.955187501233390357e+00 2.287075655005462745e-13
4.955683036033118327e+00 1.012560099498085556e-13
4.956178620387928113e+00 4.541763060582260234e-14
4.956674254302781080e+00 1.163597281763741719e-13
4.957169937782629709e+00 4.167362639248033203e-13
4.957665670832433591e+00 9.605348160662560250e-13
4.958161453457145207e+00 1.375781665278529738e-12
4.958657285661727698e+00 1.223726163110439989e-12
4.959153167451135324e+00 6.759483953491640285e-13
4.959649098830327674e+00 2.317876493366301499e-13
4.960145079804266111e+00 4.932835391208857339e-14
4.960641110377907559e+00 6.523519995996159301e-15
4.961137190556211607e+00 4.524806085392279004e-16
4.961633320344142284e+00 5.061259153904367686e-17
4.962129499746656514e+00 1.851119688235552939e-16
4.962625728768718325e+00 4.644977710315595454e-16
4.963122007415291748e+00 7.996642788114620072e-16
4.963618335691336370e+00 9.946598833840585648e-16
4.964114713601816220e+00 9.308919710136723263e-16
4.964611141151694440e+00 6.713390855539948723e-16
4.965107618345935947e+00 3.981220093254656800e-16
4.965604145189504770e+00 2.186166101074998846e-16
4.966100721687364938e+00 1.099893131909718226e-16
4.966597347844483146e+00 4.321221929732537015e-17
4.967094023665827862e+00 1.309640676373300685e-17
4.967590749156363117e+00 9.576111640806208873e-18
4.968087524321054715e+00 3.713943600773625018e-17
4.968584349164872904e+00 1.371797397541516863e-16
4.969081223692785265e+00 3.354913501845749215e-16
4.969578147909759380e+00 5.261029178149548629e-16
4.970075121820762831e+00 5.290399555868805865e-16
4.970572145430767641e+00 3.477554887189147175e-16
4.971069218744744944e+00 1.773958155532345105e-16
4.971566341767663211e+00 1.560931778222768048e-16
4.972063514504492687e+00 2.549669407020760375e-16
4.972560736960208949e+00 3.282774358223060438e-16
4.973058009139777802e+00 2.715408022233443843e-16
4.973555331048177486e+00 1.444467228290839356e-16
4.974052702690376471e+00 9.788300029676874748e-17
4.974550124071352997e+00 5.389163314576687758e-16
4.975047595196078198e+00 3.518936422573707807e-15
4.975545116069526763e+00 1.457180752027636723e-14
4.976042686696674266e+00 3.740109919754209994e-14
4.976540307082497172e+00 5.950573459049174734e-14
4.977037977231968391e+00 5.871187278045061345e-14
4.977535697150068827e+00 3.592697692195618537e-14
4.978033466841771393e+00 1.370840716739737309e-14
4.978531286312054327e+00 4.082769286375072918e-15
4.979029155565897646e+00 6.296442453457203197e-15
4.979527074608280479e+00 2.493257306340034215e-14
4.980025043444179289e+00 6.706677501866200519e-14
4.980523062078574092e+00 1.129003986200781900e-13
4.981021130516446682e+00 1.182680693037627666e-13
4.981519248762776186e+00 7.697389717756885179e-14
4.982017416822541733e+00 3.115634097772062345e-14
4.982515634700728668e+00 7.931488323399052678e-15
4.983013902402317008e+00 1.352670195842429602e-15
4.983512219932287657e+00 1.946006297339937675e-16
4.984010587295627737e+00 3.228132118269918872e-17
4.984509004497314599e+00 1.944229678601244770e-17
4.985007471542339808e+00 2.996716997600970556e-17
4.985505988435684266e+00 4.814268660204872306e-17
4.986004555182329767e+00 6.843773784733647657e-17
4.986503171787265210e+00 9.865749884125734397e-17
4.987001838255478603e+00 1.555255437780282759e-16
4.987500554591953517e+00 2.222363986699259794e-16
4.987999320801675296e+00 2.476147679183122047e-16
4.988498136889634615e+00 2.455497533443226700e-16
4.988997002860818597e+00 2.784839264238385405e-16
4.989495918720216139e+00 3.275860479277800759e-16
4.989994884472813474e+00 3.752144530077108037e-16
4.990493900123603055e+00 5.417223761445165973e-16
4.990992965677574666e+00 8.925845279972454298e-16
4.991492081139718096e+00 1.230284550109556721e-15
4.991991246515024017e+00 1.316628629201439763e-15
4.992490461808483992e+00 1.108430803708718910e-15
4.992989727025091362e+00 7.087876379676474508e-16
4.993489042169836800e+00 3.236591410638669129e-16
4.993988407247713646e+00 1.216247901031297510e-16
4.994487822263715238e+00 9.445213494490224092e-17
4.994987287222837580e+00 1.355271916123006096e-16
4.995486802130072235e+00 1.606332374587777705e-16
4.995986366990416094e+00 2.152308287797588630e-16
4.996485981808863386e+00 4.952412185880519980e-16
4.996985646590411001e+00 1.089494267973061051e-15
4.997485361340056720e+00 1.615101756147040867e-15
4.997985126062793881e+00 1.538064052961476381e-15
4.998484940763622042e+00 1.040165277413136318e-15
4.998984805447540758e+00 8.900686772703569962e-16
4.999484720119545145e+00 1.407236012351482039e-15
4.999984684784637423e+00 2.149608695610494796e-15
5.000484699447814485e+00 3.605487894210064395e-15
5.000984764114078551e+00 1.246435476227427003e-14
5.001484878788428290e+00 4.604990558240057127e-14
5.001985043475865922e+00 1.137709611331377855e-13
5.002485258181391004e+00 1.756786440071542050e-13
5.002985522910007532e+00 1.684289360924539275e-13
5.003485837666715952e+00 1.002000522180802897e-13
5.003986202456522925e+00 3.698622974988230899e-14
5.004486617284429784e+00 8.472915526888697533e-15
5.004987082155436973e+00 1.207552180463579703e-15
5.005487597074555595e+00 1.001640155855031779e-16
5.005988162046786982e+00 7.920340367301777094e-18
5.006488777077132468e+00 2.700899212207015087e-17
5.006989442170606708e+00 8.417678775616927260e-17
5.007490157332210146e+00 1.704157102157187473e-16
5.007990922566953884e+00 2.179230562945356020e-16
5.008491737879841921e+00 1.906578546415178575e-16
5.008992603275882693e+00 1.697821480541597509e-16
5.009493518760084640e+00 2.471528155709189688e-16
5.009994484337459753e+00 4.041493785137581320e-16
5.010495500013012027e+00 5.688924194655127356e-16
5.010996565791756119e+00 6.860977295520631441e-16
5.011497681678702243e+00 7.022643462108442015e-16
5.011998847678859725e+00 6.117119865247941463e-16
5.012500063797239669e+00 4.752843202225100663e-16
5.013001330038855841e+00 3.318110217724279913e-16
5.013502646408718455e+00 1.914153150253496436e-16
5.014004012911843944e+00 1.194495063251702978e-16
5.014505429553239857e+00 5.125733118896456561e-16
5.015006896337927067e+00 3.620835191729780234e-15
5.015508413270916677e+00 1.737478501793515912e-14
5.016009980357222453e+00 5.322139022394054163e-14
5.016511597601863492e+00 1.087037680407327351e-13
5.017013265009852674e+00 1.758279723738355089e-13
5.017514982586207317e+00 2.940516002362857362e-13
5.018016750335945630e+00 5.071687474441237201e-13
5.018518568264082269e+00 7.729128681777558317e-13
5.019020436375638106e+00 1.149413760493029610e-12
5.019522354675630460e+00 1.888782112165167106e-12
5.020024323169078428e+00 2.773732495665236301e-12
5.020526341861002884e+00 2.873275222985079027e-12
5.021028410756421145e+00 1.913627361331763983e-12
5.021530529860355863e+00 7.978550467700407196e-13
5.022032699177827908e+00 2.066053792643364804e-13
5.022534918713854601e+00 3.313123749397471314e-14
5.023037188473464809e+00 3.251218975560418809e-15
5.023539508461677627e+00 5.500289232199252301e-17
5.024041878683515705e+00 1.409914321041146047e-16
5.024544299144003467e+00 2.797811367570325815e-16
5.025046769848164452e+00 3.947799274340218834e-16
5.025549290801023972e+00 3.734147567236129763e-16
5.026051862007605564e+00 2.415967134883906213e-16
5.026554483472934542e+00 1.551959122170399555e-15
5.027057155202038885e+00 1.408649973967830299e-14
5.027559877199945682e+00 8.343556342375735340e-14
5.028062649471679357e+00 3.063009746910707855e-13
5.028565472022268779e+00 6.966382012743572782e-13
5.029068344856741923e+00 9.822501806159128305e-13
5.029571267980127658e+00 8.588919937979596415e-13
5.030074241397453072e+00 4.658589735458955561e-13
5.030577265113750585e+00 1.573903152130758480e-13
5.031080339134049062e+00 3.506022070558888925e-14
5.031583463463378258e+00 8.322129410676878460e-15
5.032086638106771481e+00 4.509129020156669497e-15
5.032589863069258485e+00 2.849883430065668971e-15
5.033093138355869911e+00 1.515859916240792967e-15
5.033596463971642621e+00 9.632367002291258841e-16
5.034099839921606367e+00 7.234434948546826895e-16
5.034603266210792683e+00 4.383424098680630622e-16
5.035106742844241090e+00 1.821526724737885420e-16
5.035610269826982233e+00 5.022630041314302120e-17
5.036113847164054746e+00 1.057350185541371585e-17
5.036617474860491050e+00 1.570805136349038619e-17
5.037121152921328004e+00 9.266743505351174193e-17
5.037624881351602468e+00 4.044939924542225126e-16
5.038128660156351302e+00 1.167469215011260555e-15
5.038632489340613141e+00 2.168870301883692974e-15
5.039136368909423069e+00 2.554219130071511106e-15
5.039640298867824164e+00 1.891651061170916979e-15
5.040144279220852397e+00 8.839586745712660419e-16
5.040648309973549956e+00 2.931389695042853338e-16
5.041152391130953703e+00 1.985744638588979341e-16
5.041656522698105825e+00 4.610183707523907244e-16
5.042160704680047623e+00 9.654412376345719192e-16
5.042664937081820398e+00 1.366396126439532100e-15
5.043169219908466339e+00 1.288074036089054337e-15
5.043673553165029411e+00 9.084435971000685927e-16
5.044177936856550026e+00 7.058022265048301206e-16
5.044682370988075704e+00 7.466600553996904568e-16
5.045186855564647743e+00 8.078165534002112936e-16
5.045691390591310999e+00 1.025073061710891541e-15
5.046195976073110323e+00 1.781031741219545979e-15
5.046700612015093235e+00 2.817478060571617422e-15
5.047205298422303699e+00 3.128852993945308553e-15
5.047710035299790121e+00 2.299922069358774936e-15
